id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo/WorkingDay/0/Period,FareInfo/WorkingDay/0/Fare,FareInfo/WorkingDay/1/Period,FareInfo/WorkingDay/1/Fare,FareInfo/WorkingDay/2/Period,FareInfo/WorkingDay/2/Fare,FareInfo/Holiday/0/Period,FareInfo/Holiday/0/Fare,FareInfo/Holiday/1/Period,FareInfo/Holiday/1/Fare,FareInfo/Holiday/2/Period,FareInfo/Holiday/2/Fare,EntranceCoord/EntrancecoordInfo/0/Xcod,EntranceCoord/EntrancecoordInfo/0/Ycod,EntranceCoord/EntrancecoordInfo/0/Address,EntranceCoord/EntrancecoordInfo/1/Xcod,EntranceCoord/EntrancecoordInfo/1/Ycod,EntranceCoord/EntrancecoordInfo/1/Address,EntranceCoord/EntrancecoordInfo/2/Xcod,EntranceCoord/EntrancecoordInfo/2/Ycod,EntranceCoord/EntrancecoordInfo/2/Address,totallargemotor,ChargingStation,FareInfo/Holiday/3/Period,FareInfo/Holiday/3/Fare,EntranceCoord/EntrancecoordInfo/3/Xcod,EntranceCoord/EntrancecoordInfo/3/Ycod,EntranceCoord/EntrancecoordInfo/3/Address
1472-6,大安區,永康停車場,2,,大型車0格；小型車55格；機車0格,,02-8245-1877,"計時:平日60元/時、假日80元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月、日間6,000元/月(08-20)、夜間5,000元/月(22-08)",24小時,303611.211,2769580.679,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480-6,中正區,中華電信仁愛場停車場,2,,建物附設立體式小型車133格(含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位2格)。建物附設立體式機車500格(含身心障礙停車位11格)。,杭州南路1段24號B3、B4,02-2246-1708,"機車計次：20元/次，汽車計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天6,000元/月。",24小時,302942.4917,2770039.522,139,511,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482-11,文山區,永安藝文館停車場,2,,大型車:0格，小型車:57格，機車:0格,木新路2段156-1號1樓及地下1層,2939-3088,"季租：戶外平面12,000元/季，室內機械12,900元/季，室內平面15,000元/季。",24小時,307415.9583,2764168.757,58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149-4,南港區,南港遠東智慧科學園區管理委員會停車場,2,,小型車25格(含身心障礙停車位1格)，大型車7格,南港路3段50巷1~33號,2788-5282,小型車60元/時(30分鐘內免費)，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。貨車2小時50元/時(1小時內免費)，20呎貨櫃車2小時內收100元(1小時內免費)，40呎貨櫃車2小時內收200元(1小時內免費)，停車2小時以上，未滿1小時以1小時計費,24小時,309690.2974,2771986.261,26,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491-7,中正區,台北愛國西路停車場,2,,一般平面式小型車140格(含身心障礙停車位3格)。,,2504-6290分機85081,"一、計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：8,000元/月。",24小時,301371.2389,2769833.786,140,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498-6,中正區,螢橋國中停車場,2,,大型車:0格，小型車:40格，機車:0格,汀州路3段4號,2368-8667,"月租：1,500元/月，採按季收費4,500元",星期一至星期五19時至翌日上午7時；例假日、星期六至星期一上午7時，國定假日至翌日上午7時,303148.1398,2767965.735,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500-10,大安區,統一精工台大長興停車場,2,,建物附設立體式小型車151格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位2格)。建物附設 立體式機車428格(含身心障礙停車位10格),基隆路3段75號地下2層,2655-0818,"計時：小型車100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。 計次：機車50元/次，隔日隔次另計。 月租：小型車全日6,000元/月、機車全日500元。",24小時,305042.6367,2767846.753,154,448,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505-4,萬華區,臺北市萬華區老松國民小學附設停車場,2,,大型車:0格，小型車:34格，機車:0格,桂林路64號地下2層,2336-1266#131,"以六個月為1期方式收費，每車每期9,000元整",24小時,300815.9685,2770018.074,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508-11,大安區,Times浦城街,2,,一般平面式小型車9格(含身心障礙停車位1格)。,浦城街1號旁空地；龍泉段3小段360地號,0800-88-8924,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303281.308,2768612.386,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518-7,松山區,德樸十九章 停車場,2,,建物附設塔台式小型車38格(含身心障礙停車位1格)。,復興北路313巷42-1號,2258-5861,"計時：100元/時，全程以半小時計費。月租：10,000元/月。",24小時,305196.1074,2772399.007,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521-3,中山區,台灣聯通長榮停車場,2,,大型車:0格，小型車:80格，機車:0格,松江路63號,2523-5000,80元/時。停車未滿1小時以1小時計；停車逾1小時以上者，未滿半小時以半小時計費。8000/全日；7000元/日間(8時到20時)；6000元/夜間(20時到8時)。,24小時,303807.473,2771293.525,82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522-5,文山區,忠順超市停車塔,2,,大型車:0格，小型車:42格，機車:0格,忠順街2段22號,2938-1392,全日6000元/月，順興里里民全日月票4200元，忠順里、樟腳里里民全日月票4800元。,24小時,306834.9733,2764163.068,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537-10,中正區,水岸停車場,2,,一般平面式小型車103格[含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格]。,福和段二小段685、685-12地號 思源街1號空地,8369-5098,"計時：100元/時，全程以半小時計費。月租：6,000元/月。",24小時,303407.7381,2767228.334,105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538-9,大安區,嘟嘟房大安全聯站停車場,2,,大型車:0格，小型車:10格，機車:0格,市民大道4段190號地下1樓,2655-0818,"計時：100元/時，全程以半小時計費。月租:8,000元/月",24小時,305927.7115,2770785.758,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,北投區,巧愛公寓地下室停車場,2,,大型車:0格，小型車:16格，機車:0格,文林北路80巷59弄2號、2-1號地下室,2596-1521,月租6500元,24小時,302397.0785,2777676.721,17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560-10,中正區,,2,,建物附設立體式小型車488格(含身心障礙停車位12格，孕婦、育有六歲以下兒童停車位3格)。建物附設立體式機車1614格(含身心障礙停車位37格)。,思源街16號地下1、2層,2655-0818,"計時：小型車100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。計次：機車50元/次。當日當次收費上限50元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：機車50元/次。月租：小型車全日6,000元/月、機車全日500元/月",24小時,303548.79,2767464.722,495,1706,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561-10,中山區,大同長春站,2,,大型車:0格，小型車:8格，機車:0格,長春段二小段583、584、584-1、585、586、587、587-1地號；長春路246號後方空地,933723613,"計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日6,000元/月，日間6,000元/月(09-18)，夜間4,000元/月(18-09)。",24小時,304317.797,2771909.842,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580-7,士林區,太平洋崇光百貨股份有限公司天母店停車場,2,,大型車:0格，小型車:368格，機車:1173格,中山北路6段77號B2-B4,2834-5000#5899,計時:小型車80元/時，機車20元/時，全程以半小時計費。,9月23日,302868.8961,2777563.259,376,1173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582-7,士林區,城市車旅士東國小停車場,2,,一般平面式小型車10格(含身心障礙停車位1格)。,三玉段三小段372地號； 中山北路6段424號,2655-0818,"一、計時：150元/時，全程以半小時計。二、月租：8,000元/月",24小時,303171.7253,2778468.765,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583-7,大安區,168停車聯盟-杭州南(1)場停車場,2,,大型車0格；小型車3格；機車0格,,02-2754-6661#18,"計時:100元/時，全程以半小時計費。月租:8,000元/月。",24小時,302939.1967,2769594.429,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584-7,大安區,弘盛開發股份有限公司停車場,2,,大型車0格；小型車2格；機車0格,,02-2754-6661,"計時:100元/時，全程以半小時計費。月租:8,000元/月。",24小時,302950.7569,2769593.478,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586-13,中正區,168停車聯盟-仁愛二場,2,,大型車:0格，小型車:73格，機車:0格,仁愛路2段6號,2754-6661#18,"一、計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：8,000元/月。",24小時,303025.836,2770078.507,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588-5,中正區,嘟嘟房仁愛新生1站停車場,2,,一般平面式小型車42格(含身心障礙停車位1格)。,,2655-0818,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,303642.5203,2770074.466,42,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589-7,中正區,嘟嘟房仁愛新生2站停車場,2,,一般平面式小型車19格(含身心障礙停車位1格)。,臨沂段三小段37、37-1地號 仁愛路2段96號,2655-0818,"計時：160元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月",24小時,303683.3844,2770076.309,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591-3,中山區,台灣聯通新生停車場,2,,大型車:0格，小型車:56格，機車:0格,新生北路2段68巷13號,2523-5000,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天9,000元，日間8,000元（08~20），夜間7,000元（20~翌日08）",24小時,303100.7072,2772143.358,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599-5,中正區,台灣聯通重慶停車場,2,,大型車:0格，小型車:111格，機車:0格,重慶南路1段57號B1,2523-5000,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，全日10000元/月，日間(08-20)9000元/月，夜間(20-08)8000元/月,24小時,301824.4761,2770822.452,113,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8月16日,中山區,亞都麗緻大飯店停車場,2,,大型車:0格，小型車:17格，機車:0格,民權東路2段41號,2597-1234#1704,100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費,24小時,303471.2833,2772839.175,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605-11,北投區,七星公園地下停車場,2,,大型車:0格，小型車:328格，機車:52格,七星街3號地下,2655-1516,"小型車計時30元，大型重型機車30元/時，機車10元/時(最高上限20元，隔日另計)，全程以半小時計費。小型車全日月票3000元，日間月票2000元(7-20)，夜間月票1200元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日) 機車300元/月；大型重型機車1,500元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)。",24小時,300634.6734,2780997.235,334,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,文山區,便利停車場萬盛站,2,,一般平面式小型車21格(含身心障礙停車位1格)。,興隆段三小段473、473-1地號 萬盛街146巷6號旁空地,2799-1001#168,"月租：全天3,500元/月。",24小時,304745.5034,2766464.624,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607-5,中山區,格子房-行天宮站,2,,大型車:0格，小型車:42格，機車:0格,松江路371號B1,2786-3581,100元/時，停車逾1小時以上，未滿半小時以半小時計。8000元/月,24小時,303837.2557,2773084.545,43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,中正區,臺北市青少年發展處停車場,1,2,為立體停車場，計有277個小型車格,仁愛路1段17號地下3-4樓,2351-4078,"一、計時：30元/時，全程以半小時計費。二、月租：全日5,000元/月；日間(7時-19時)3,750元/月，提前或延後出場，以15元/時計費。",00:00:00~23:59:59,302700.865,2770203.11,137,0,0,0,2,5,0,0,0,0,0,0,,,,,,,,,,,,,25.03927,121.523,,,,,,,,,,,,,,
1614-8,信義區,及泰企業有限公司-六合停車場,2,,大型車:0格，小型車:45格，機車:66格,松仁路240巷19號B1-B2,2754-6661#18,"100元/時，全程以半小時計費。月租:10,000元/月。",24小時,307405.8698,2768604.777,46,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617-5,大安區,168停車聯盟-華視文教二場停車場,2,,大型車:0格，小型車:14格，機車:0格,光復南路116巷7號1樓(華視攝影大樓後方旁空地),2754-6661#18,"計時:100元/時停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租10,000元/月。",24小時,306077.5197,2770745.434,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618-6,內湖區,叭叭房西湖站停車場,2,,大型車:0格，小型車:196格，機車:0格,西湖段四小段220地號 內湖路1段288巷口旁空地,2655-0000,100元/時；停車未滿1小時以1小時計，停車逾1小時以上，未滿半小時以半小時計。當日計次:500元/次。月租：12000元/月,24小時,307304.5019,2774961.311,197,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629-9,中山區,宏達經營管理顧問有限公司農安停車場,2,,大型車:0格，小型車:77格，機車:0格,農安街6號B2-B6,0933-807-293,80元/時，停車未滿小時以1小時計。逾1小時以上，未滿半小時以半小時計。月租：全日6000元/月,24小時,302786.5938,2773056.859,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632-8,士林區,台北新天地停車場,2,,一般平面式小型車146格[含身心障礙停車位4格]。,光華段二小段669-10、669-11地號 基河路188巷口30公尺,2881-1111#237,"計時:100元/時，全程以半小時計。月租:全日8,000元/月。",24小時,302732.3787,2775921.909,150,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638-9,中正區,TIMES杭州南路,2,,大型車:0格，小型車:11格，機車:0格,中正段一小段69地號 杭州南路1段71巷12號旁空地,2504-6098,100元/時，停車逾1小時以上者，未滿半小時以半小時計費。,24小時,303046.65,2770070.886,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641-4,信義區,愛馬屋世貿場,2,,大型車:0格，小型車:58格，機車:0格,信義區光復南路567號,2345-7627,120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全天10000元/月,24小時,306276.7928,2769300.863,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645-6,大安區,168停車聯盟-師大場,2,,大型車0格；小型車66格；機車0格,,02-2754-6661#18,"計時:120元/時，全程以半小時計費。月租:12,000元/月。",24小時,303185.6287,2768406.605,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,南港區,玉成公園地下停車場,1,1,立體式小型車412格(含身心障礙停車位9格)。立體式機車84格(含身心障礙停車位3格)。,成福路118號地下1、2層,2651-7459,小型車計時20元，全日月票4800元，夜間月票2400元(限周一至周五每日19-8及周六、日與行政機關放假之紀念日、民俗日使用) 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,309233.358,2770571.83,412,83,0,0,10,0,0,0,0,0,0,0,00~24,20,,,,,00~24,20,,,,,25.04223251,121.5871621,成福路,25.04167804,121.5868409,成福路178巷,,,,0,4,,,,,
1657-7,松山區,育達高中地下停車場,2,,大型車:0格，小型車:90格，機車:369格,寧安街12號地下1、2層,02-2518-5299,"計時:汽車100元/時，全程以半小時計。計次:機車100元/次。月租:汽車12,000元/月，機車3,000元/月",24小時,305914.9539,2771391.952,91,376,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658-7,內湖區,天成車業服務股份有限公司瑞二停車場,2,,大型車0格；小型車48格；機車0格,,0932-237-171,"計時：100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,308129.9821,2773772.203,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659-5,大安區,好庭車金華停車場,2,,大型車:0格，小型車:87格，機車:0格,大安區金華段四小段211地號 杭州南路2段與金華街交會口,916064543,汽車計時:60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。汽車月租:6000元/月。機車免費,24小時,302755.6509,2769268.313,89,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660-3,大安區,兆竤智聯AIOT智能停車場,2,,大型車0格；小型車40格；機車0格,,02-77111064,"月租:6,500元/月。",24小時,305215.5117,2768402.436,40,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662-6,松山區,Times松山運動中心,2,,立體式小型車57格(含身心障礙停車位2格)。,松山區敦化北路1號(松山運動中心地下1樓),0800-88-8924,"計時：40元/時，全程以半小時計費。月租：10,000元/月。",24小時，充電站08-22開放,305520.3858,2771300.219,59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670-16,信義區,歐特儀股份有限公司國立國父紀念館停車場,2,,建物附設一般平面式小型車114格(含身心障礙停車位3格，孕婦、育有六歲以下兒童停車位3格)。,,2705-7716,計時：40元/時，未滿10分鐘不予收費，全程以半小時計費。月租:500元/月,24小時，1/27-2/20暫停營業,306353.7379,2770229.309,114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674-4,大安區,臺北市大安區仁愛國民小學停車場,2,,大型車:0格，小型車:21格，機車:0格,安和路1段60號,2709-5010#401,"季票：6,000元/季，本校現職、退休人員給予8折優惠。計次：50元/次(以4小時為1收費單位，限團體辦理活動當日借用本校場地停車使用)；112/7/1~8/31暫停開放",夜間:週一至週五晚上7時至翌日上午7時。假日:週六至週一上午7時；國定假日自前1日晚上7時至假期結束翌日上午7時。,305730.1148,2769847.25,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676-9,信義區,雅祥公園地下停車場,2,,大型車:0格，小型車:204格，機車:格,松隆路123巷7號地下,2766-1258,周一至周四計時40元 周五至周日及政府行政機關放假之紀念日與民俗日計時50元 全日月票4800元，夜間月票2000元(限周一至周五19-8，及周六、日與行政機關放假之紀念日、民俗日使用)，停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元),24小時,307703.0599,2771154.517,209,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681-6,中山區,嘟嘟房建國南京站停車場,2,,立體式小型車110格(含身心障礙停車位2格)。,,2655-0818,80元/時。月租:8000元/月,24小時,304215.36,2771725.232,110,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
