testID,ID(停車場的編號),Area(行政區),Name(停車場名稱),Address(停車場地址),Latitude(緯度),Longitude(經度),Summary(停車場概況),Tel(停車場電話),Payex(停車場收費資訊),"Totalcar(停車場""汽車""總車位數)","Totalmotor(停車場""機車""總格位數)","Totalbike(停車場""腳踏車""總車架數)","Totalbus(停車場""大客車""總車位數)",Pregnancy_First(孕婦優先車格位數),Handicap_First(身障車格位數),Totallargemotor(重機停車位數),ChargingStation(充電站數)
535,Feb-81,文山區,木柵路三段77巷臨時平面停車場,臺北市文山區木柵路3段77巷9號對面,24.989197,121.566811,大型車:格，小型車:23格，機車:格,0809-050-550,計時20元，全日月票4800元,23,0,0,0,0,0,0,0
536,Mar-82,北投區,公館路228巷平面停車場,臺北市北投區公館路228巷,25.1252893,121.5058834,大型車:格，小型車:68格，機車:格,2705-7716,"計時20元(當日當次最高費60元，隔日另計)。月租:全日2,000元/月",68,0,0,0,0,0,0,0
537,Feb-83,中山區,明水二停車場,臺北市中山區金泰段81-1、81-25地號； 北安路759巷對面空地,25.0858423,121.5526883,一般平面式小型車49格(含身心障礙停車位1格),2547-2778,"40元/時，全程以一小時計。月租：3,000元/月",49,0,0,0,0,0,0,0
538,Apr-85,文山區,財政大樓地下停車場,臺北市文山區羅斯福路6段142巷1號地下1、2層,24.996146,121.5397104,大型車:0格，小型車:148格，機車:0格,2935-4108,"計時：30元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：3,600元/月。",131,0,0,0,0,0,0,0
539,Jan-87,中山區,民生建國大樓停車場,臺北市中山區民生東路3段2號及6號地下1~4樓,25.0792018,121.5427093,大型車:0格，小型車:310格，機車:0格,2501-8606,"100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費，月租全日12,000元/月，日間10,000元",310,0,0,0,0,0,0,0
540,249,大同區,啟聰學校地下停車場,臺北市大同區延平北路四段205號B1,25.0744316,121.5119309,立體式小型車179格(含身心障礙停車位4格)。立體式機車98格(含身心障礙停車位4格)。,無資訊,小型車計時30元，全日月票4800元，所在里里民全日月票3000元，一般里民全日月票3500元 機車計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,171,94,0,0,0,0,0,2
541,Feb-91,中山區,嘉新大樓停車場,臺北市中山區中山北路2段96號,25.0594999,121.5225228,大型車:0格，小型車:73格，機車:0格,2246-1708#69,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10000元/月,73,0,0,0,0,0,0,0
542,250,士林區,忠誠路(一)平面停車場,臺北市士林區忠誠路、德行東路口,25.1092383,121.5327146,為平面停車場，計有24個小型車格,2504-6290#85070,小型車計時30元，全日月票7200元，夜間里民優惠月票2800元(限周一至周五19-8；另周六、周日與行政機關放假之紀念日、民俗日全日皆可使用),24,0,0,0,0,1,0,0
543,Mar-00,大安區,飛璜開發有限公司通化營業所,臺北市大安區通化段一小段495(部分面積111.68平方公尺)、760(部分面積29.92平方公尺)地號； 文昌街278巷3號旁空地,25.0320111,121.5567172,大型車:0格，小型車:6格，機車:0格,2547-2545,80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,6,0,0,0,0,0,0,0
544,7-Apr,中正區,延平南路平面停車場,臺北市中正區城中段三小段66-6地號 延平南路127號旁空地,25.0384316,121.5086742,一般平面式小型車49格(含身心障礙停車位1格)。,2259-5058,計時：80元/時，全程以半小時計費。月租:7200元/月。,49,0,0,0,0,0,0,0
545,251,士林區,忠誠路(二)平面停車場,臺北市士林區忠誠路1段與德行東路132巷7弄交叉口旁；士林區芝山段2小段69地號,25.1070046,121.5296682,為平面停車場，計有35個小型車停車位。,2504-6290#85070,計時：30元/時。月租：全日月票及全日里民優惠月票5000元/月；夜間優惠月票2800元/月(優惠里：忠誠里、蘭雅里、三玉里、聖山里、名山里及岩山里。使用時段：24小時),34,0,0,0,0,1,0,0
546,10-Mar,信義區,市府2站停車場,臺北市信義區忠孝東路4段569號地下1至5樓,25.0414432,121.5441093,大型車:0格，小型車:79格，機車:0格,2655-0818,120元/時，全程以半小時計。月租:12000元/月,79,0,0,0,0,0,0,0
547,2514,北投區,新民停車場,臺北市北投區新民段二小段221地號；新民路1巷2號旁空地,25.1402053,121.5078228,大型車:0格，小型車:24格，機車:0格,8285-8495,"一、計時：40元/時，全程以半小時計費。二、月租：2,500元/月。",24,0,0,0,0,0,0,0
548,18-Feb,南港區,嘟嘟房南港展覽館2站停車場,臺北市南港區經貿二路2號地下1至3層,25.0563175,121.6158304,建物附設立體式小型車1290格[含身心障礙停車位32格，孕婦、育有6歲以下兒童停車位25格]。建物附設立體式機車1136格[含身心障礙停車位24格]。,2655-0818,"1.非展覽期：小型車30元/時，15分內離場免費，15分至1小時以1小時計，逾1小時以上者，每日最高收費150元，逾22時需付過夜停車費300元。2.展覽期：小型車60元/時，未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，逾22時需付過夜停車費300元。3.展覽期：機車30元/次，非展覽期：機車20元/次[隔日另計]。4.員工/協力廠商小型車月租1,000/2,500元，員工/協力廠商機車月租200元。5.非本館員工及協力廠商小型車/機車月租5,000/1,000元。",1290,1136,0,0,0,0,0,0
549,2527,北投區,大業二停車場,臺北市北投區大業段四小段448、448-1地號；大業路300巷9弄底,25.1376209,121.503021,大型車:0格，小型車:26格，機車:0格,8285-8495,"40元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。 月租4,000元/月",26,0,0,0,0,0,0,0
550,Feb-32,南港區,嘟嘟房南港全聯站停車場,臺北市南港區研究路1段99號地下4樓,25.0312347,121.6111949,建物附設立體式小型車70格[含身心障礙停車位1格，孕婦、育有6歲以下兒童停車位1格]。,2655-0818,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月",70,0,0,0,0,0,0,0
551,Apr-35,大安區,臺大癌醫中心醫院地下停車場,臺北市大安區基隆路3段155巷57號地下2層,25.01459,121.5446717,大型車:0格，小型車:314格，機車:0格,2732-1156,汽車40元/時，全程以半小時計費。,314,0,0,0,0,0,0,0
552,Mar-36,內湖區,湖元停車場,臺北市內湖區潭美段二小段6-1地號(部分面積472平方公尺)；民權東路6段136巷50號旁高架道路下,25.054466,121.577885,大型車:0格，小型車:46格，機車:0格,8792-7677,月租2500元,46,0,0,0,0,0,0,0
553,Feb-40,大安區,168停車聯盟-助安四維場停車場,臺北市大安區復興段三小段525地號； 四維路44巷25號旁空地,25.0356963,121.5463061,大型車:0格，小型車:6格，機車:0格,2754-6661#18,"80元/時，全程以半小時計費。月租8,000元",6,0,0,0,0,0,0,0
554,Apr-41,大安區,光南信義平面停車場,臺北市大安區仁愛段一小段809、809-1、815-2、815-3地號；光復南路460號旁空地,25.0352429,121.5573367,大型車:0格，小型車:37格，機車:0格,2252-5022,"150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租12,600元",37,0,0,0,0,0,0,0
555,Jan-43,大安區,根基168金華停車場,臺北市大安區金華段四小段145地號；金華街及潮州街55巷交叉口空地,25.0412312,121.5526353,大型車:0格，小型車:36格，機車:0格,2754-6661#19,"150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租:10,000元。",36,0,0,0,0,0,0,0
556,255,士林區,兒童新樂園附設停車場,臺北市士林區承德路五段55號,25.0981175,121.515366,計有小型車442格(含身心障礙停車位12格)，機車停車格393格(含身心障礙停車位8格)。,2834-5378,"計時：小型車平日30元/時，假日40元/時，全程以半小時計。月租：小型車全日3,000元/月，夜間1,200元/月，機車300元/月。計次：機車20元/次，隔日另計。",454,401,0,0,8,12,0,1
557,Feb-51,內湖區,嘟嘟房內湖新湖站,臺北市內湖區舊宗段22-8地號； 新湖二路295巷與行愛路77巷口,25.0620828,121.578136,大型車:0格，小型車:35格，機車:0格,2655-0818,"120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租12,000元",35,0,0,0,0,0,0,0
558,Feb-56,萬華區,中華路一段停車場,臺北市萬華區萬華段一小段69-1、70、74、76-1地號； 廣州街19號旁空地,25.0363434,121.5062299,大型車:0格，小型車:14格，機車:0格,2893-0999,"100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月。",14,0,0,0,0,0,0,0
559,Feb-67,大同區,雙連三停車場,臺北市大同區雙連段一小段219-47地號；錦西街72巷8號旁空地,25.0600318,121.5192137,一般平面式小型車1格(含身心障礙停車位1格)。,2778-5756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,1,0,0,0,0,0,0,0
560,Feb-68,大同區,雙連街停車場,臺北市大同區雙連段一小段219-5、219-10、219-72、219-95地號；錦西街72巷3號旁空地,25.0600063,121.5194698,一般平面式小型車6格(含身心障礙停車位1格)。,2778-5756,計時：80元/元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,6,0,0,0,0,0,0,0
561,Feb-69,大同區,雙連二停車場,臺北市大同區雙連段一小段219-8、219-65地號；錦西街72巷3號旁空地,25.0600063,121.5194698,一般平面式小型車1格(含身心障礙停車位1格)。,2778-5756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,1,0,0,0,0,0,0,0
562,257,士林區,福港街平面停車場,臺北市士林區福港街149巷2號,25.0873498,121.518296,為廣場停車場，計有65個小型停車格,2754-6661#18,"計時：30元/時，全程以半小時計。月租：7,200元/月。",64,0,0,0,2,2,0,0
563,257-13,中山區,長安東三站停車場,臺北市中山區正義段一小段267地號 長安東路1段59號旁空地,25.0485971,121.5340321,大型車:0格，小型車:15格，機車:0格,2778-5756,計時：100元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計費。,16,0,0,0,0,0,0,0
564,Feb-74,中山區,遼寧街62巷停車場,臺北市中山區長安段一小段160地號；遼寧街62巷3號旁空地,25.0505438,121.5419109,大型車:0格，小型車:6格，機車:0格,2786-7755,"計時80100，全程半小時計。月租:全日10,000元/月",6,0,0,0,0,0,0,0
565,Jan-76,信義區,全豐盛信義105停車場,臺北市信義區松仁路105號地下3樓,25.0355431,121.5693772,立體式小型車50格(含身心障礙停車位1格)。,2722-7579,臨停：平日70元/時，假日100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租:全日7200元/月。,51,0,0,0,0,0,0,0
566,258,中山區,兒童育樂中心平面停車場,臺北市中山區玉門街與敦煌路口兒童育樂中心旁,25.0749545,121.5213167,為橋下停車場，計有91個小型車停位,2455-1299,"計時30元/時，全程以半小時計費。全日月票7,200元/月，全日里民優惠月票5,760元/月（大同區重慶里、保安里、士林區明勝里），所在里民優惠月票5,040元（中山區圓山里）。",88,0,0,0,0,3,0,0
567,Jan-81,中正區,臺北市中正區社會福利綜合大樓附設停車場,臺北市中正區延平南路207號B1、B2,25.0328854,121.5073394,建物附設立體式小型車35格(含身心障礙停車位8格，孕婦、育有6歲以下兒童停車位1格)。建物附設 立體式機車57格(含身心障礙停車位6格)。,2381-0267,"月租：小型車6,000元/月、機車300元/月",35,57,0,0,0,0,0,0
568,Feb-88,大同區,塔城街停車場,臺北市大同區玉泉段二小段363-1、363-17地號；塔城街15巷巷口旁空地,25.0514837,121.5106306,大型車:0格，小型車:49格，機車:0格,0918-399-299,100元/時。停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。月租：全天9000元。,49,0,0,0,0,0,0,0
569,259,中山區,中山北路三段55巷平面停車場,臺北市中山區中山北路3段55巷,25.0679682,121.5234266,為平面停車場，計有59個小型停車格,2557-3722,"計時:40元/時，全程以半小時計費。月租:全日7,500元 /月。",59,0,0,0,0,1,0,0
570,259-17,松山區,臺北市區監理所平面停車場,臺北市松山區台北市松山區西松段二小段675地號；臺北市松山區八德路4段21號內,25.0487225,121.5589873,一般平面式小型車124格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位2格)。,2793-6960#19,"計時：50元/時(07-18)，30元/時(18-07)，全程以半小時計費。月租：全日10,000元/月。",127,0,0,0,0,0,0,0
571,260,松山區,嘟嘟房臺北小巨蛋站地下停車場,臺北市松山區南京東路4段2號B2,25.0621866,121.5864399,為地下停車場，計有476個小型車格,2655-0818,小型車平日(星期一至星期五)40元/時，星期六、日及例假日60元/時，全程以半小時計費。月租:小型車8000元/月、機車全日300元/月。計次：機車20元/次(隔日另計),476,0,0,0,10,12,0,0
572,Feb-00,信義區,景勤二號公園地下停車場,臺北市信義區信安街49號,25.026725,121.558242,大型車:0格，小型車:219格，機車:102格,2944-1489,"小型車/大重機計時30元，全日月票5000元；大重機全日2,500元 機車計時10元(當日當次最高收費上限20元，隔日另計)；月票300元，停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)",219,102,0,0,0,0,0,0
573,2-Jan,內湖區,台灣聯通新湖三停車場,臺北市內湖區舊宗段48-5地號；新湖三路125號旁空地,25.0642251,121.5783015,大型車:0格，小型車:30格，機車:0格,2523-5000,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月,30,0,0,0,0,0,0,0
574,3-Mar,萬華區,華中橋西側棒壘球停車場,臺北市萬華區華中段四小段400、435、442、464地號；華中橋堤外,25.0157034,121.4965292,大型車:40格，小型車:103格，機車:101格,2516-2519#5832,"月租:承銷業者採購車全日2,000元/月、台北市市區公車全日3,431元/月。機車免費",103,101,0,40,0,0,0,0
575,7-Jan,大安區,驛東交停企業有限公司仁愛場,臺北市大安區懷生段二小段465、466、467、468、468-1、469、470、471、471-1、472、473、476、476-1、476-2地號；仁愛路3段108號旁空地,25.0249441,121.5433783,大型車:0格，小型車:32格，機車:0格,2362-1685,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日8,000元/月",32,0,0,0,0,0,0,0
